,Rooms,Price,Date,Propertycount,Distance,Qtr,Year,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Victoria,Regionname_Western Metropolitan,Method_PI,Method_S,Method_SA,Method_SP,Method_VB
18516,3,1660000.0,2018-10-03,11364,5.3,4,2018,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18517,2,500000.0,2018-10-03,4973,15.4,4,2018,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18518,3,850000.0,2018-10-03,2651,11.2,4,2018,0,1,0,0,1,0,0,0,0,0,0,0,1,0
18520,4,1140000.0,2018-10-03,2547,12.3,4,2018,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18521,4,667000.0,2018-10-03,2768,43.3,4,2018,1,0,0,0,0,0,0,1,0,0,1,0,0,0
18522,3,510000.0,2018-10-03,17384,47.3,4,2018,1,0,0,0,0,0,0,1,0,0,1,0,0,0
18523,2,650000.0,2018-10-03,5087,21.5,4,2018,0,0,1,0,0,1,0,0,0,0,1,0,0,0
18524,2,651000.0,2018-10-03,7485,8.5,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18527,4,630000.0,2018-10-03,1490,23.8,4,2018,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18528,4,640000.0,2018-10-03,15542,14.7,4,2018,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18529,4,543080.0,2018-10-03,15542,14.7,4,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18530,3,516000.0,2018-10-03,15542,14.7,4,2018,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18532,3,2465000.0,2018-10-03,8648,3.5,4,2018,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18533,3,1100000.0,2018-10-03,8648,3.5,4,2018,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18535,2,460000.0,2018-10-03,21650,12.0,4,2018,0,0,1,0,1,0,0,0,0,0,0,0,1,0
18536,2,443000.0,2018-10-03,21650,12.0,4,2018,0,0,1,0,1,0,0,0,0,0,1,0,0,0
18537,2,650000.0,2018-10-03,21650,12.0,4,2018,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18538,3,822000.0,2018-10-03,21650,12.0,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18539,4,705000.0,2018-10-03,5833,20.6,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18540,3,600000.0,2018-10-03,5833,20.6,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18541,4,622000.0,2018-10-03,5833,20.6,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18542,2,730000.0,2018-10-03,984,6.2,4,2018,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18545,4,774000.0,2018-10-03,7969,20.5,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18547,1,550000.0,2018-10-03,14887,2.7,4,2018,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18549,3,540000.0,2018-10-03,14092,31.7,4,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18550,3,650000.0,2018-10-03,14092,31.7,4,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18552,3,645000.0,2018-10-03,3640,18.0,4,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18554,5,610000.0,2018-10-03,10160,18.4,4,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18555,4,700000.0,2018-10-03,4242,18.0,4,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,1
18556,4,592500.0,2018-10-03,7955,15.3,4,2018,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18557,1,240000.0,2018-10-03,7955,15.3,4,2018,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18558,3,845000.0,2018-10-03,8870,7.0,4,2018,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18561,3,705000.0,2018-10-03,7082,14.7,4,2018,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18562,5,1180501.0,2018-10-03,7082,14.7,4,2018,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18563,3,800000.0,2018-10-03,7082,14.7,4,2018,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18565,3,723500.0,2018-10-03,16166,14.7,4,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18566,3,447000.0,2018-10-03,16166,14.7,4,2018,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18567,3,504000.0,2018-10-03,16166,14.7,4,2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18569,4,597500.0,2018-10-03,2940,25.5,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18570,4,740000.0,2018-10-03,2940,25.5,4,2018,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18572,3,935000.0,2016-10-09,1543,7.5,4,2016,0,1,0,0,0,0,0,0,1,0,0,0,1,0
18573,3,1175000.0,2016-10-09,1543,7.5,4,2016,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18574,2,530000.0,2016-10-09,3464,10.4,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18575,3,895000.0,2016-10-09,3464,10.4,4,2016,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18576,3,600000.0,2016-10-09,3464,10.4,4,2016,0,0,1,0,0,0,0,0,1,0,0,0,0,1
18577,2,2120000.0,2016-10-09,3280,3.0,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18578,3,1800000.0,2016-10-09,3280,3.0,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18579,3,1800000.0,2016-10-09,3280,3.0,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18581,4,816000.0,2016-10-09,2185,10.5,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18582,2,510000.0,2016-10-09,5301,11.0,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18583,4,1070000.0,2016-10-09,5301,11.0,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18584,2,425000.0,2016-10-09,5301,11.0,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18585,3,713500.0,2016-10-09,5132,9.4,4,2016,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18586,2,455000.0,2016-10-09,1281,12.8,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18588,1,280000.0,2016-10-09,4836,6.3,4,2016,0,0,1,0,0,0,1,0,0,1,0,0,0,0
18589,2,770000.0,2016-10-09,6567,4.3,4,2016,1,0,0,0,0,0,0,0,1,1,0,0,0,0
18590,2,490000.0,2016-10-09,6567,4.3,4,2016,0,1,0,0,0,0,0,0,1,1,0,0,0,0
18591,8,2950000.0,2016-10-09,3052,10.2,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18592,4,2215000.0,2016-10-09,3052,10.2,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,1,0
18593,4,1880000.0,2016-10-09,3052,10.2,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18594,3,1518000.0,2016-10-09,3052,10.2,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18595,3,1365000.0,2016-10-09,2894,10.2,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18600,5,2350000.0,2016-10-09,5682,7.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18601,3,1500000.0,2016-10-09,5682,7.9,4,2016,0,1,0,0,0,0,1,0,0,1,0,0,0,0
18602,2,1900000.0,2016-10-09,5682,7.9,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18603,2,526000.0,2016-10-09,5682,7.9,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18604,1,390000.0,2016-10-09,5682,7.9,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18608,4,1740000.0,2016-10-09,7809,9.7,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18610,4,2575000.0,2016-10-09,7809,9.7,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18611,4,1388800.0,2016-10-09,7809,9.7,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18612,4,576000.0,2016-10-09,3598,23.2,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18613,4,2300000.0,2016-10-09,5366,17.3,4,2016,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18614,3,1175000.0,2016-10-09,5366,17.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18615,4,1485000.0,2016-10-09,5366,17.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18617,4,1328000.0,2016-10-09,6795,11.4,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18618,3,1340000.0,2016-10-09,6795,11.4,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18619,4,1155000.0,2016-10-09,6795,11.4,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18620,3,1130000.0,2016-10-09,6795,11.4,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18621,3,1275000.0,2016-10-09,6795,11.4,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18623,2,1010000.0,2016-10-09,10969,13.8,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18624,3,597000.0,2016-10-09,10969,13.8,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18625,3,1205000.0,2016-10-09,10969,13.8,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18626,3,899000.0,2016-10-09,10969,13.8,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18627,4,1375000.0,2016-10-09,10969,13.8,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18629,4,1415000.0,2016-10-09,10969,13.8,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18630,4,3400000.0,2016-10-09,2866,17.3,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18632,4,1425000.0,2016-10-09,5713,13.4,4,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18633,3,955000.0,2016-10-09,5713,13.4,4,2016,0,0,1,1,0,0,0,0,0,0,0,0,1,0
18635,2,635000.0,2016-10-09,5713,13.4,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18636,2,837000.0,2016-10-09,5713,13.4,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18637,3,925000.0,2016-10-09,2867,13.4,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18638,4,1311000.0,2016-10-09,2867,13.4,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18640,3,702000.0,2016-10-09,2867,13.4,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18641,2,503000.0,2016-10-09,2867,13.4,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18642,3,819000.0,2016-10-09,4387,13.4,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18644,2,575000.0,2016-10-09,2887,27.0,4,2016,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18645,2,587500.0,2016-10-09,2887,27.0,4,2016,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18646,4,980000.0,2016-10-09,2887,27.0,4,2016,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18647,3,655500.0,2016-10-09,9704,25.0,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18648,4,670000.0,2016-10-09,9704,25.0,4,2016,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18649,2,503000.0,2016-10-09,9704,25.0,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18650,2,517500.0,2016-10-09,9704,25.0,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18651,4,1560000.0,2016-10-09,4605,10.9,4,2016,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18654,3,740000.0,2016-10-09,3589,8.6,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18655,3,570000.0,2016-10-09,3589,8.6,4,2016,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18658,3,2400000.0,2016-10-09,10579,10.5,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18659,2,590000.0,2016-10-09,10579,10.5,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18661,3,1650000.0,2016-10-09,10579,10.5,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18663,5,1562500.0,2016-10-09,10579,10.5,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18667,4,2840000.0,2016-10-09,6938,10.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18668,3,1580000.0,2016-10-09,6938,10.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18669,4,1100000.0,2016-10-09,6938,10.3,4,2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18670,2,1000000.0,2016-10-09,6938,10.3,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18672,3,385500.0,2016-10-09,4294,14.0,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18673,3,430000.0,2016-10-09,962,6.4,4,2016,0,1,0,0,0,0,0,0,1,1,0,0,0,0
18675,2,1100000.0,2016-10-09,11918,5.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18676,2,750000.0,2016-10-09,11918,5.2,4,2016,0,1,0,0,1,0,0,0,0,1,0,0,0,0
18677,2,1056000.0,2016-10-09,11918,5.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18678,3,1045000.0,2016-10-09,11918,5.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18679,4,1900000.0,2016-10-09,5533,4.0,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18680,2,1080000.0,2016-10-09,5533,4.0,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18681,2,380000.0,2016-10-09,7082,5.2,4,2016,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18682,4,1260000.0,2016-10-09,4480,10.8,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18683,3,645000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18684,4,800000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18685,3,581000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18686,3,843000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18687,3,680000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18688,4,1410000.0,2016-10-09,10175,12.1,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18689,3,625000.0,2016-10-09,5678,10.4,4,2016,0,0,1,0,0,0,1,0,0,1,0,0,0,0
18690,3,780000.0,2016-10-09,5678,10.4,4,2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18691,3,1203000.0,2016-10-09,4048,14.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18692,3,834000.0,2016-10-09,4048,14.7,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18694,4,3165000.0,2016-10-09,8920,7.7,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18695,4,1550000.0,2016-10-09,8920,7.7,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18696,2,522000.0,2016-10-09,8920,7.7,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18697,5,3360000.0,2016-10-09,8920,7.7,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18698,2,900400.0,2016-10-09,8920,7.7,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18699,3,928000.0,2016-10-09,3265,8.4,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18702,4,1400000.0,2016-10-09,7822,10.1,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,1,0
18703,3,1185000.0,2016-10-09,7822,10.1,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18704,2,545000.0,2016-10-09,7822,10.1,4,2016,0,0,1,0,0,0,1,0,0,1,0,0,0,0
18705,3,1170000.0,2016-10-09,7822,10.1,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18706,4,1705000.0,2016-10-09,7822,10.1,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18707,4,1830000.0,2016-10-09,7822,10.1,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18708,1,250000.0,2016-10-09,7822,10.1,4,2016,0,0,1,0,0,0,1,0,0,1,0,0,0,0
18710,3,770000.0,2016-10-09,1989,31.2,4,2016,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18711,2,420000.0,2016-10-09,6923,7.8,4,2016,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18712,1,310000.0,2016-10-09,6923,7.8,4,2016,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18713,3,1314000.0,2016-10-09,5051,8.7,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18716,3,625000.0,2016-10-09,3906,27.0,4,2016,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18717,3,840000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18718,4,1025000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18719,3,875000.0,2016-10-09,9758,17.9,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18720,3,1115000.0,2016-10-09,9758,17.9,4,2016,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18722,3,910000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18723,4,957000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18724,3,966000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18725,3,983000.0,2016-10-09,9758,17.9,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18726,3,965000.0,2016-10-09,4734,17.5,4,2016,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18727,4,3010000.0,2016-10-09,2954,3.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18728,2,1435000.0,2016-10-09,2954,3.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18729,3,1210000.0,2016-10-09,11204,6.7,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18732,2,434000.0,2016-10-09,11204,6.7,4,2016,0,0,1,0,1,0,0,0,0,0,1,0,0,0
18734,2,653000.0,2016-10-09,11204,6.7,4,2016,0,0,1,0,1,0,0,0,0,0,0,0,1,0
18736,3,625000.0,2016-10-09,3445,6.7,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18738,4,1050000.0,2016-10-09,3445,6.7,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18739,3,910000.0,2016-10-09,4553,2.0,4,2016,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18740,3,433000.0,2016-10-09,15510,20.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18742,3,395000.0,2016-10-09,4939,34.7,4,2016,1,0,0,0,0,1,0,0,0,0,0,0,1,0
18743,3,1475000.0,2016-10-09,1123,2.4,4,2016,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18746,4,850000.0,2016-10-09,11925,23.0,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18748,3,500000.0,2016-10-09,10894,24.7,4,2016,1,0,0,0,0,1,0,0,0,0,0,0,1,0
18750,3,400000.0,2016-10-09,8322,24.7,4,2016,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18751,3,420000.0,2016-10-09,2898,18.0,4,2016,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18752,4,500000.0,2016-10-09,2898,18.0,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18753,5,1015000.0,2016-10-09,3940,22.2,4,2016,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18756,5,2168000.0,2016-10-09,9028,12.4,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18757,4,1146000.0,2016-10-09,10999,14.3,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18758,5,1267500.0,2016-10-09,10999,14.3,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18759,4,1255000.0,2016-10-09,10999,14.3,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18761,3,918800.0,2016-10-09,4790,16.1,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18762,3,938000.0,2016-10-09,4790,16.1,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18763,3,521000.0,2016-10-09,7254,25.9,4,2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0
18764,5,1901000.0,2016-10-09,1651,8.9,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18766,4,1650000.0,2016-10-09,1651,8.9,4,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18768,4,1687000.0,2016-10-09,1651,8.9,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18769,3,600000.0,2016-10-09,2546,27.0,4,2016,0,0,1,0,0,1,0,0,0,0,1,0,0,0
18770,4,1155000.0,2016-10-09,2546,27.0,4,2016,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18772,4,1280000.0,2016-10-09,6990,18.0,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18773,3,590000.0,2016-10-09,6990,18.0,4,2016,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18775,4,870000.0,2016-10-09,2346,18.0,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18777,2,590000.0,2016-10-09,8989,7.2,4,2016,0,0,1,0,0,0,1,0,0,1,0,0,0,0
18780,4,675000.0,2016-10-09,10926,19.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18781,4,544000.0,2016-10-09,10926,19.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18782,3,465000.0,2016-10-09,10926,19.6,4,2016,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18783,2,521000.0,2016-10-09,9264,7.5,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18784,2,645000.0,2016-10-09,9264,7.5,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18785,4,1160000.0,2016-10-09,9264,7.5,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18786,3,955000.0,2016-10-09,9264,7.5,4,2016,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18790,1,260000.0,2016-10-09,1308,8.2,4,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0
18793,2,400000.0,2016-10-09,2970,5.7,4,2016,0,0,1,0,1,0,0,0,0,0,0,0,0,1
18795,3,1371000.0,2016-10-09,6244,3.6,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18796,2,1054000.0,2016-10-09,6244,3.6,4,2016,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18797,2,950000.0,2016-10-09,3593,3.4,4,2016,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18798,2,918000.0,2016-10-09,3593,3.4,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18799,2,730000.0,2016-10-09,3593,3.4,4,2016,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18801,3,855000.0,2016-10-09,4385,15.4,4,2016,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18802,3,762500.0,2016-10-09,4385,15.4,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18803,2,228500.0,2016-10-09,17055,38.0,4,2016,0,0,1,0,0,1,0,0,0,0,1,0,0,0
18806,3,420000.0,2016-10-09,3285,12.9,4,2016,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18807,3,1330000.0,2016-10-09,2403,10.1,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18808,2,600000.0,2016-10-09,2403,10.1,4,2016,0,0,1,0,0,0,1,0,0,0,0,0,1,0
18809,2,695000.0,2016-10-09,2403,10.1,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18810,2,659000.0,2016-10-09,2403,10.1,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18811,2,402000.0,2016-10-09,2403,10.1,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18813,3,1660000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18814,6,2250000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18815,3,1162000.0,2016-10-09,10412,7.3,4,2016,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18816,4,2100000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18817,4,2020000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18819,2,845000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18823,3,1510000.0,2016-10-09,10412,7.3,4,2016,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18824,4,1502000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18825,5,1610000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18826,4,1410000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18828,3,1125000.0,2016-10-09,15321,16.7,4,2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0
18829,4,1130000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18830,4,936000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18831,4,715000.0,2016-10-09,15321,16.7,4,2016,0,1,0,1,0,0,0,0,0,0,1,0,0,0
18833,4,1500000.0,2016-10-09,15321,16.7,4,2016,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18835,3,691000.0,2016-10-09,8870,11.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18836,3,500000.0,2016-10-09,8870,11.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18837,3,485000.0,2016-10-09,8870,11.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18838,2,402000.0,2016-10-09,8870,11.2,4,2016,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18839,3,541000.0,2016-10-09,8870,11.2,4,2016,0,0,1,0,1,0,0,0,0,0,0,0,1,0
18840,3,545000.0,2016-10-09,8870,11.2,4,2016,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18842,2,505000.0,2016-10-09,8524,16.1,4,2016,0,0,1,0,1,0,0,0,0,0,1,0,0,0
18843,2,487000.0,2016-10-09,2606,11.2,4,2016,0,0,1,0,1,0,0,0,0,0,0,0,1,0
18844,4,700000.0,2016-10-09,2606,11.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18845,4,600500.0,2016-10-09,2606,11.2,4,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
